Region,Country,Prefix,Rate/minute,Our price
South Asia,Afghanistan,93,0.33564,0.51
West Indies,Jamaica (Mobile A) Digicel,187655,0.33805,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876564,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187646,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187687,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187647,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187638,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187684,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187688,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187629,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187686,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187645,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876275,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187685,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876561,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187644,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187689,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187636,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187640,0.365,0.55,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187628,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187637,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187648,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187657,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187635,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187639,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187642,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187641,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187658,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876277,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876524,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187630,0.3512,0.53,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187643,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187624,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876279,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876505,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876507,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876522,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876560,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187625,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187649,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187659,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876503,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876504,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876520,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876527,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876528,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876529,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,187626,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876276,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876278,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876311,0.3652,0.55,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876506,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876508,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876509,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876521,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876562,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876565,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876566,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876567,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876568,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876569,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile A) Digicel,1876666,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876805,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876563,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187677,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187654,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876919,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187683,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876809,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876313,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876798,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187653,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876804,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876319,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187633,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876803,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187634,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187632,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876317,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876318,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876782,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876502,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876513,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876792,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876806,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876810,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876995,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876793,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876799,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876997,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876501,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876512,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876519,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876813,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876818,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876990,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,187682,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876210,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876310,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876312,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876314,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876315,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876316,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876510,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876517,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876518,0.3977,0.60,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876700,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876707,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876781,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876783,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876784,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876787,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876788,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876789,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876790,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876791,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876796,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876797,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876801,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876802,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876807,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876808,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876812,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876814,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876815,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876816,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876817,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876819,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876909,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile B) C&W,1876999,0.32896,0.50,,,,,,,
West Indies,Jamaica (Mobile C) Oceanic,1876811,0.3652,0.55,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876669,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876618,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876619,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876648,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876649,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876665,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876667,0.338,0.51,,,,,,,
West Indies,Jamaica (Mobile D) Digicel WBB,1876668,0.338,0.51,,,,,,,
East Asia,Japan,81,0.04123,0.07,,,,,,,
East Asia,Japan (Mobile A),8180,0.07492,0.12,,,,,,,
East Asia,Japan (Mobile A),8190,0.07492,0.12,,,,,,,
East Asia,Japan (Mobile A),8170,0.07492,0.12,,,,,,,
East Asia,Japan (VOIP),8150,0.05525,0.09,,,,,,,
South West Asia,Jordan,962,0.25036,0.38,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962797,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962791,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962796,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962790,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962792,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962795,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962798,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile A) Zain,962799,0.25704,0.39,,,,,,,
South West Asia,Jordan (Mobile B) Orange,962779,0.2602,0.40,,,,,,,
South West Asia,Jordan (Mobile B) Orange,962777,0.2602,0.40,,,,,,,
South West Asia,Jordan (Mobile B) Orange,962770,0.2602,0.40,,,,,,,
South West Asia,Jordan (Mobile B) Orange,962772,0.2602,0.40,,,,,,,
South West Asia,Jordan (Mobile B) Orange,962775,0.2602,0.40,,,,,,,
South West Asia,Jordan (Mobile B) Orange,962776,0.2602,0.40,,,,,,,
South West Asia,Jordan (Mobile B) Orange,962778,0.2602,0.40,,,,,,,
South West Asia,Jordan (Mobile C),96278,0.26088,0.40,,,,,,,
South West Asia,Jordan (Mobile C),96270,0.2504,0.38,,,,,,,
South West Asia,Jordan (Mobile C),96271,0.2504,0.38,,,,,,,
South West Asia,Jordan (Mobile C),96272,0.2504,0.38,,,,,,,
South West Asia,Jordan (Mobile C),96273,0.2504,0.38,,,,,,,
South West Asia,Jordan (Mobile C),96274,0.2504,0.38,,,,,,,
South West Asia,Jordan (Mobile C),96275,0.26088,0.40,,,,,,,
South West Asia,Jordan (Mobile C),96276,0.2504,0.38,,,,,,,
South West Asia,Jordan (Mobile C),962771,0.25676,0.39,,,,,,,
South West Asia,Jordan (Mobile C),962773,0.25676,0.39,,,,,,,
South West Asia,Jordan (Mobile C),962774,0.25676,0.39,,,,,,,
South West Asia,Jordan (Mobile C),962793,0.25676,0.39,,,,,,,
South West Asia,Jordan (Mobile C),962794,0.25676,0.39,,,,,,,
Central Asia,Kazakhstan,77153,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,7710,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77110,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77111,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77113,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77114,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77115,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77116,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77117,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77118,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77119,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77120,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77121,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77123,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77124,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77125,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77126,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77127,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77128,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77129,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77130,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77131,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77133,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77134,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77135,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77136,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77137,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77138,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77139,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77140,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77141,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77143,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77144,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77145,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77146,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77147,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77148,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77149,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77150,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77151,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77154,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77155,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77156,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77157,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77158,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77159,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77160,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77161,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77163,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77164,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77165,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77166,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77167,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77168,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77169,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77170,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77171,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77173,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77174,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77175,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77176,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77177,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77178,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77179,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77180,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77181,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77183,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77184,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77185,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77186,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77187,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77188,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77189,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77210,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77211,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77213,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77214,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77215,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77216,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77217,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77218,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77219,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77220,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77221,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77223,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77224,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77225,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77226,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77227,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77228,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77229,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77230,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77231,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77233,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77234,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77235,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77236,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77237,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77238,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77239,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan,77240,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77241,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77243,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77244,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77245,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77246,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77247,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77248,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77249,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77250,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77251,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77253,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77254,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77255,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77256,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77257,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77258,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77259,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77260,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77261,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77263,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77264,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77265,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77266,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77267,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77268,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77269,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77270,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77271,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77274,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77275,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77276,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77277,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77278,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77280,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77281,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77283,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77284,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77285,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77286,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77287,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77288,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77289,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77290,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77291,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77293,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77294,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77295,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77296,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77297,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77298,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan,77299,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Alternative Networks),7760,0.9999,1.50,,,,,,,
Central Asia,Kazakhstan (Alternative Networks),7762,0.9999,1.50,,,,,,,
Central Asia,Kazakhstan (Alternative Networks),7763,0.9999,1.50,,,,,,,
Central Asia,Kazakhstan (Alternative Networks),7764,0.9999,1.50,,,,,,,
Central Asia,Kazakhstan (Metro),77272,0.04757,0.08,,,,,,,
Central Asia,Kazakhstan (Metro),77172,0.04757,0.08,,,,,,,
Central Asia,Kazakhstan (Metro),77212,0.04757,0.08,,,,,,,
Central Asia,Kazakhstan (Metro),77273,0.04757,0.08,,,,,,,
Central Asia,Kazakhstan (Metro),77279,0.04757,0.08,,,,,,,
Central Asia,Kazakhstan (Mobile A),7700,0.34192,0.52,,,,,,,
Central Asia,Kazakhstan (Mobile A),7708,0.34192,0.52,,,,,,,
Central Asia,Kazakhstan (Mobile A),7707,0.31628,0.48,,,,,,,
Central Asia,Kazakhstan (Mobile A),7747,0.31628,0.48,,,,,,,
Central Asia,Kazakhstan (Mobile B) K-Cell,7701,0.21728,0.33,,,,,,,
Central Asia,Kazakhstan (Mobile B) K-Cell,7702,0.21728,0.33,,,,,,,
Central Asia,Kazakhstan (Mobile B) K-Cell,7775,0.21728,0.33,,,,,,,
Central Asia,Kazakhstan (Mobile B) K-Cell,7778,0.208,0.32,,,,,,,
Central Asia,Kazakhstan (Mobile C) Kar-Tel,7705,0.1552,0.24,,,,,,,
Central Asia,Kazakhstan (Mobile C) Kar-Tel,7776,0.1552,0.24,,,,,,,
Central Asia,Kazakhstan (Mobile C) Kar-Tel,7771,0.1552,0.24,,,,,,,
Central Asia,Kazakhstan (Mobile C) Kar-Tel,7777,0.1552,0.24,,,,,,,
Central Asia,Kazakhstan (Other Cities),77112,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77122,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77132,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77142,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77152,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77162,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77182,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77222,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan (Other Cities),77232,0.08571,0.13,,,,,,,
Central Asia,Kazakhstan (Other Cities),77242,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77252,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77262,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77282,0.0582,0.09,,,,,,,
Central Asia,Kazakhstan (Other Cities),77292,0.0582,0.09,,,,,,,
Eastern Africa,Kenya,254,0.3028,0.46,,,,,,,
Eastern Africa,Kenya (Mobile B) Zain Mobile,25473,0.39304,0.59,,,,,,,
Eastern Africa,Kenya (Mobile B) Zain Mobile,25478,0.39304,0.59,,,,,,,
Eastern Africa,Kenya (Mobile B) Zain Mobile,25475,0.3624,0.55,,,,,,,
Eastern Africa,Kenya (Mobile B) Zain Mobile,25476,0.39796,0.60,,,,,,,
Eastern Africa,Kenya (Mobile C) Safaricom,25472,0.20363,0.31,,,,,,,
Eastern Africa,Kenya (Mobile C) Safaricom,25470,0.23957,0.36,,,,,,,
Eastern Africa,Kenya (Mobile C) Safaricom,25474,0.27645,0.42,,,,,,,
Eastern Africa,Kenya (Mobile C) Safaricom,25471,0.23957,0.36,,,,,,,
Eastern Africa,Kenya (Mobile C) Safaricom,25479,0.27645,0.42,,,,,,,
Eastern Africa,Kenya (Mobile D) Orange,25477,0.2964,0.45,,,,,,,
Pacific,Kiribati,686,2.06814,3.11,,,,,,,
Other,Kosovo,383,0.44423,0.67,,,,,,,
Other,Kosovo (Mobile A),3834,0.75734,1.14,,,,,,,
Other,Kosovo (Special Services),3835,0.44423,0.67,,,,,,,
